iter	Logloss
145	0.001116198633
146	0.001099115338
147	0.001081716837
148	0.001070745418
149	0.001051169718
150	0.001031783041
151	0.001013445702
152	0.001004386841
153	0.001000330077
154	0.0009836436658
155	0.0009760208113
156	0.0009589887393
157	0.0009506195833
158	0.0009369122249
159	0.0009238059823
160	0.0009238137258
161	0.0009144776238
162	0.0009015458972
163	0.0008932010615
164	0.0008809854953
165	0.0008699835191
166	0.0008623040194
167	0.0008538370512
168	0.0008414470399
169	0.0008296937077
170	0.0008161504506
171	0.0008056944645
172	0.0008056917002
173	0.000792791776
174	0.0007803739847
175	0.0007713223578
176	0.0007713104901
177	0.0007660948144
178	0.000754495089
179	0.0007470176462
180	0.0007377335423
181	0.0007290007843
182	0.0007190371819
183	0.0007090625491
184	0.0007006139118
185	0.0007006169951
186	0.0007006169951
187	0.0006908201387
188	0.0006907990435
189	0.0006907990435
190	0.000690824099
191	0.0006907984455
192	0.0006813913763
193	0.0006813964043
194	0.000672326823
195	0.0006723171791
196	0.0006723117214
197	0.0006723095641
198	0.0006722891776
199	0.0006656906986
200	0.0006547319272
201	0.0006460553005
202	0.0006460581223
203	0.0006377060304
204	0.0006377060304
205	0.0006293653498
206	0.0006293660586
207	0.0006293647208
208	0.000629358643
209	0.0006293590151
210	0.0006293446489
211	0.0006293581114
212	0.0006293576772
213	0.0006293546118
214	0.0006293530436
215	0.0006220115146
216	0.0006219940962
217	0.0006147211465
218	0.000614720358
219	0.0006068562554
220	0.0006068562554
221	0.0006068562554
222	0.0006068462172
223	0.0006068370341
224	0.0006068485474
225	0.00060683827
226	0.0006068300924
227	0.0006068333617
228	0.000606825977
229	0.000606817538
230	0.0006068241918
231	0.0006068300127
232	0.0006068207099
233	0.0005992804864
234	0.0005992804864
235	0.0005992731106
236	0.0005992791884
237	0.0005992652785
238	0.0005992652785
239	0.0005992586602
240	0.000599267746
241	0.0005914840949
242	0.0005914832399
243	0.0005914853485
244	0.0005914776848
245	0.0005836263093
246	0.0005836300083
247	0.0005836472583
248	0.0005836472583
249	0.0005826167165
250	0.0005825984033
251	0.0005825920552
252	0.0005825920552
253	0.0005826001575
254	0.0005825924583
255	0.0005825933222
256	0.0005825929634
257	0.000582594505
258	0.0005825819329
259	0.0005825783624
260	0.0005825652499
261	0.0005825616484
262	0.0005825604656
263	0.0005825648157
264	0.000582553298
265	0.000582553298
266	0.0005825624679
267	0.0005825624679
268	0.0005825511938
269	0.0005825628577
270	0.0005825419973
271	0.0005825318573
272	0.0005825318573
273	0.0005825392286
274	0.0005825304663
275	0.0005825242866
276	0.0005825222001
277	0.0005825270951
278	0.0005825193649
279	0.0005825262003
280	0.0005825262003
281	0.0005825262003
282	0.000582511112
283	0.0005825009365
284	0.0005825083079
285	0.0005825041925
286	0.0005824924533
287	0.0005824883113
288	0.0005824893568
289	0.0005824960991
290	0.0005824915761
291	0.0005824844927
292	0.0005824637342
293	0.000582467978
294	0.0005824637431
295	0.0005824533062
296	0.0005824532796
297	0.0005748462842
298	0.0005748495978
299	0.0005748267173
300	0.0005748201655
301	0.0005748147522
302	0.0005748231468
303	0.0005748057284
304	0.0005748024415
305	0.0005748070087
306	0.0005748004258
307	0.000574802973
308	0.0005747978211
309	0.0005748071194
310	0.0005747869102
311	0.0005747869102
312	0.0005747825645
313	0.0005747728674
314	0.0005747636576
315	0.0005747522551
316	0.0005747543991
317	0.0005747550946
318	0.0005747474619
319	0.0005747305042
320	0.0005747412113
321	0.0005747412113
322	0.0005747243068
323	0.0005747290601
324	0.0005747322851
325	0.0005747266148
326	0.0005747239347
327	0.0005747284532
328	0.0005747284532
329	0.0005747230709
330	0.0005747065562
331	0.0005747069726
332	0.0005747049747
333	0.0005746957472
334	0.0005746902143
335	0.0005746939708
336	0.000567325796
337	0.0005673235101
338	0.000567310566
339	0.0005672995975
340	0.0005672958232
341	0.0005672973648
342	0.0005673065525
343	0.0005672890012
344	0.0005672864053
345	0.00056727312
346	0.0005672731155
347	0.0005672740148
348	0.0005672654164
349	0.0005672739838
350	0.0005672739838
351	0.0005672712018
352	0.0005672629268
353	0.0005672510901
354	0.0005672510901
355	0.0005672480423
356	0.000567259281
357	0.0005672417297
358	0.0005672437187
359	0.0005672264997
360	0.0005672400064
361	0.0005672482992
362	0.0005599029694
363	0.0005598991419
364	0.0005598991419
365	0.0005599107306
366	0.0005598950221
367	0.0005598950221
368	0.0005598904283
369	0.0005598817944
370	0.0005598826273
371	0.000559875154
372	0.0005598889443
373	0.0005598929179
374	0.000559883717
375	0.0005598608144
376	0.0005598752736
377	0.0005598597512
378	0.0005598525083
379	0.000559824219
380	0.0005598359095
381	0.0005598332737
382	0.0005598253132
383	0.0005598202896
384	0.0005598119083
385	0.0005598188145
386	0.0005598078328
387	0.0005598087099
388	0.0005598078062
389	0.0005597911763
390	0.0005598035889
391	0.0005598019144
392	0.0005598019144
393	0.00055978431
394	0.00055978431
395	0.0005597756451
396	0.0005597792422
397	0.000559765288
398	0.0005597793751
399	0.0005597793751
400	0.0005597589576
401	0.0005597650044
402	0.0005597744224
403	0.0005597545765
404	0.0005597557194
405	0.0005597521311
406	0.0005597463723
407	0.0005597401704
408	0.0005597394926
409	0.0005597258264
410	0.0005597190929
411	0.000559712581
412	0.0005597214363
413	0.0005597086073
414	0.0005597128468
415	0.0005596951183
416	0.0005596948746
417	0.0005596920971
418	0.0005596930008
419	0.0005596838176
420	0.0005596745724
421	0.0005596751749
422	0.0005596731814
423	0.0005596677193
424	0.0005596777265
425	0.0005596708424
426	0.0005596634445
427	0.0005596627268
428	0.0005596592272
429	0.0005596630148
430	0.0005596425087
431	0.0005596383668
432	0.0005596368075
433	0.0005596365372
434	0.0005596429562
435	0.0005596361607
436	0.0005596180911
437	0.000559624674
438	0.000559623912
439	0.0005596221223
440	0.0005596163369
441	0.0005596036673
442	0.0005595886234
443	0.0005595886234
444	0.0005595841403
445	0.0005595679756
446	0.0005595536227
447	0.0005595536227
448	0.0005595622477
449	0.0005595544157
450	0.000559543775
451	0.0005595396552
452	0.0005595130094
453	0.000559514263
454	0.0005594904346
455	0.0005594970839
456	0.0005594872938
457	0.0005594676427
458	0.0005594676427
459	0.0005594698178
460	0.0005594635672
461	0.0005594635672
462	0.0005594624907
463	0.0005594488511
464	0.0005594478322
465	0.0005594478322
466	0.0005594430966
467	0.0005594457989
468	0.0005594421132
469	0.0005594355791
470	0.0005594326863
471	0.0005594370321
472	0.0005594330629
473	0.0005594255764
474	0.0005594300949
475	0.0005594224666
476	0.0005594040382
477	0.0005594040382
478	0.0005594040382
479	0.0005593925913
480	0.0005593940576
481	0.0005593847149
482	0.0005594002329
483	0.0005594002329
484	0.0005594002329
485	0.0005593885734
486	0.000559377472
487	0.0005593796427
488	0.0005593788409
489	0.0005593568996
490	0.0005593543656
491	0.0005593492845
492	0.0005593353614
493	0.0005593353614
494	0.0005593303954
495	0.0005593209509
496	0.0005593173538
497	0.0005593204149
498	0.0005593058449
499	0.0005593029389
500	0.0005593162463
501	0.0005592916648
502	0.0005592770505
503	0.0005592745787
504	0.0005592741135
505	0.0005592637785
506	0.0005592626533
507	0.0005592429447
508	0.0005592332831
509	0.0005592250789
510	0.0005592115588
511	0.0005592125511
512	0.0005592125511
513	0.0005591986147
514	0.0005592026193
515	0.0005592042141
516	0.0005592146819
517	0.0005591868931
518	0.0005591780688
519	0.0005591918325
520	0.0005591656739
521	0.0005591782725
522	0.000559166613
523	0.0005591637868
524	0.0005591533233
525	0.0005591533233
526	0.0005591583601
527	0.0005591422087
528	0.0005591354132
529	0.0005591377744
530	0.0005591189118
531	0.0005591184954
532	0.0005591245555
533	0.0005591290475
534	0.0005591290475
535	0.0005591122625
536	0.0005591192574
537	0.0005591206395
538	0.0005591249897
539	0.000559113844
540	0.0005590887619
541	0.0005590887176
542	0.0005590801413
543	0.0005590801413
544	0.0005590691419
545	0.0005590634982
546	0.0005590634982
547	0.0005590566717
548	0.0005590566717
549	0.0005590562287
550	0.000559045526
551	0.000559044392
552	0.0005590479625
553	0.0005590415303
554	0.0005590308719
555	0.0005590279792
556	0.0005590177993
557	0.0005590225659
558	0.0005590147737
559	0.000559004483
560	0.0005590048152
561	0.0005589974882
562	0.0005589979755
563	0.0005589869627
564	0.0005589964206
565	0.0005589915388
566	0.0005589529986
567	0.0005589529986
568	0.0005589622439
569	0.000558969757
570	0.000558969757
571	0.0005589600953
572	0.000558949025
573	0.0005589545845
574	0.0005589545845
575	0.0005589485909
576	0.0005589458975
577	0.0005589349556
578	0.0005589141705
579	0.0005589252143
580	0.000558910095
581	0.0005589072732
582	0.0005589069144
583	0.0005588986659
584	0.0005589031844
585	0.00055889164
586	0.00055889164
587	0.0005588989671
588	0.0005589043051
589	0.0005588859343
590	0.0005588813272
591	0.0005588813272
592	0.0005588732825
593	0.000558873411
594	0.0005588751519
595	0.000558862385
596	0.0005588607991
597	0.0005588560901
598	0.0005588552705
599	0.0005588616053
600	0.0005588502736
601	0.0005588389153
602	0.0005588415954
603	0.0005588214216
604	0.0005588214216
605	0.000558816438
606	0.0005588143249
607	0.0005588083756
608	0.0005588200838
609	0.0005588063821
610	0.000558805412
611	0.0005587962554
612	0.0005587891586
613	0.0005587827087
614	0.0005587827087
615	0.0005587804938
616	0.0005587890745
617	0.0005587623223
618	0.0005587601073
619	0.000558761361
620	0.0005587641208
621	0.0005587606921
622	0.0005587499141
623	0.0005587478808
624	0.0005587410322
625	0.0005587428839
626	0.0005587325755
627	0.0005587324603
628	0.0005587193832
629	0.0005587253946
630	0.0005587253946
631	0.0005587164506
632	0.0005587089375
633	0.0005587036128
634	0.0005587036128
635	0.0005586989304
636	0.0005586989304
637	0.0005587065011
638	0.0005587065011
639	0.0005587065011
640	0.0005586876164
641	0.0005586903364
642	0.0005586808652
643	0.0005586838554
644	0.000558680245
645	0.0005586632564
646	0.0005586632564
647	0.0005586625166
648	0.0005586726965
649	0.0005586709157
650	0.0005586530454
651	0.0005586460639
652	0.0005586480795
653	0.0005586264128
654	0.000558625837
655	0.000558615657
656	0.0005586091362
657	0.0005586079534
658	0.0005586040507
659	0.0005585915761
660	0.0005586045601
661	0.0005585792609
662	0.0005585888384
663	0.0005585935297
664	0.0005585751323
665	0.0005585751323
666	0.0005585735464
667	0.0005585761512
668	0.0005585761512
669	0.0005585591935
670	0.0005585534213
671	0.0005585479061
672	0.0005585313471
673	0.000558530913
674	0.0005585112619
675	0.0005585266691
676	0.000558519599
677	0.000558520104
678	0.0005584764074
679	0.0005584937682
680	0.0005584739577
681	0.0005584836813
682	0.0005584727483
683	0.0005584727483
684	0.0005584857634
685	0.0005584602294
686	0.0005584559058
687	0.0005584601408
688	0.0005584509089
689	0.0005584423858
690	0.0005584412783
691	0.0005584173037
692	0.0005584283917
693	0.0005584208033
694	0.0005584315414
695	0.0005584194832
696	0.0005584277317
697	0.0005584277317
698	0.0005584277317
699	0.0005584165417
700	0.0005584165417
701	0.000558396935
702	0.0005583953934
703	0.0005584013826
704	0.0005583907154
705	0.0005584076731
706	0.0005584076731
707	0.0005584076731
708	0.000558390959
709	0.0005583876012
710	0.0005583876012
711	0.0005583876012
712	0.0005583734388
713	0.0005583821612
714	0.0005583794014
715	0.0005583794014
716	0.0005583728894
717	0.0005583728894
718	0.0005583728894
719	0.0005583728894
720	0.0005583567203
721	0.0005583620495
722	0.0005583620495
723	0.0005583620495
724	0.0005583650751
725	0.0005583577303
726	0.0005583550414
727	0.0005583550414
728	0.0005583460841
729	0.0005583618235
730	0.0005583618235
731	0.0005583564634
732	0.0005583564634
733	0.0005583420396
734	0.0005583420396
735	0.0005583287898
736	0.0005583440685
737	0.0005583440685
738	0.000558338726
739	0.000558338726
740	0.000558338726
741	0.0005583233941
742	0.0005583281031
743	0.0005583343936
744	0.0005583479978
745	0.0005583360592
746	0.0005583282183
747	0.0005583282183
748	0.0005583282183
749	0.0005583282183
750	0.0005583342075
751	0.0005583342075
752	0.0005583342075
753	0.0005583342075
754	0.0005583342075
755	0.0005583342075
756	0.0005583342075
757	0.0005583215203
758	0.0005583321343
759	0.0005583261894
760	0.0005583261894
761	0.0005583261894
762	0.0005583313015
763	0.000558325206
764	0.0005583218835
765	0.0005583218835
766	0.0005583174359
767	0.0005583166119
768	0.0005583174891
769	0.0005583088508
770	0.0005583088508
771	0.0005583101354
772	0.0005583032336
773	0.0005583032336
774	0.0005583034817
775	0.0005583034817
776	0.0005583034817
777	0.0005582995524
778	0.0005582995524
779	0.0005582995524
780	0.0005583022989
781	0.0005582975899
782	0.0005583063789
783	0.0005582986575
784	0.0005582885219
785	0.0005582885219
786	0.0005582948877
787	0.0005582948877
788	0.0005582973773
789	0.0005582946441
790	0.0005582861342
791	0.0005582945599
792	0.0005582778813
793	0.0005582778813
794	0.0005582753828
795	0.0005582847787
796	0.0005582774073
797	0.0005582894168
798	0.0005582699075
799	0.0005582593687
800	0.0005582790065
801	0.0005582790065
802	0.0005582790065
803	0.0005582750772
804	0.0005582728888
805	0.0005582666249
806	0.0005582636879
807	0.000558272623
808	0.0005582593997
809	0.0005582620178
810	0.0005582620178
811	0.0005582661199
812	0.0005582559887
813	0.0005582621197
814	0.0005582515455
815	0.0005582479662
816	0.0005582573398
817	0.0005582338968
818	0.0005582298567
819	0.000558244121
820	0.0005582314249
821	0.0005582345923
822	0.0005582310661
823	0.0005582227246
824	0.0005582328779
825	0.0005582336974
826	0.0005582300693
827	0.0005582240713
828	0.0005582240713
829	0.0005582201641
830	0.0005582270747
831	0.0005582271633
832	0.0005582028033
833	0.0005582128946
834	0.0005582154152
835	0.0005582153
836	0.0005582186801
837	0.0005581994587
838	0.0005581983955
839	0.0005581928847
840	0.0005581911837
841	0.0005581845742
842	0.0005581847204
843	0.0005581846052
844	0.0005581864614
845	0.0005581742703
846	0.0005581759669
847	0.0005581694328
848	0.0005581564133
849	0.000558173247
850	0.0005581619286
851	0.0005581587612
852	0.0005581502956
853	0.0005581402309
854	0.0005581361687
855	0.0005581389639
856	0.0005581408378
857	0.0005581353491
858	0.0005581207925
859	0.0005581246554
860	0.0005581232289
861	0.0005580971811
862	0.000558115326
863	0.0005581049866
864	0.0005581054207
865	0.000558101487
866	0.0005581003086
867	0.00055810461
868	0.0005580935574
869	0.000558096995
870	0.000558101673
871	0.0005580801393
872	0.0005581010705
873	0.0005580861241
874	0.0005580903147
875	0.0005580779819
876	0.0005580915418
877	0.0005580794748
878	0.0005580853665
879	0.0005580835503
880	0.0005580778357
881	0.000558081074
882	0.0005580798513
883	0.000558076582
884	0.0005580616533
885	0.0005580654807
886	0.0005580616223
887	0.0005580654851
888	0.0005580595358
889	0.0005580712883
890	0.0005580564791
891	0.000558052727
892	0.0005580558767
893	0.0005580439115
894	0.0005580232371
895	0.0005580239459
896	0.0005580102531
897	0.0005580283625
898	0.0005580165879
899	0.0005580028994
900	0.0005579928303
901	0.0005580051853
902	0.0005580013977
903	0.0005579876827
904	0.000558000937
905	0.0005579860348
906	0.0005579962457
907	0.0005579938403
908	0.0005579891003
909	0.0005579822074
910	0.0005579735425
911	0.0005579661534
912	0.0005579767099
913	0.0005579690328
914	0.0005579750398
915	0.0005579761473
916	0.0005579717439
917	0.0005579665432
918	0.0005579734406
919	0.0005579680848
920	0.0005579695246
921	0.0005579607002
922	0.0005579526068
923	0.0005579624544
924	0.0005579650459
925	0.0005579480439
926	0.0005579489476
927	0.0005579649175
928	0.0005579612584
929	0.0005579518714
930	0.0005579491824
931	0.0005579545116
932	0.000557951455
933	0.0005579267494
934	0.0005579280739
935	0.0005579281448
936	0.0005579208178
937	0.000557910753
938	0.0005579080065
939	0.0005578848248
940	0.000557886393
941	0.0005578843065
942	0.0005578786894
943	0.0005578784767
944	0.0005578779274
945	0.0005578858924
946	0.0005578819188
947	0.0005578708041
948	0.0005578710611
949	0.0005578667729
950	0.0005578620772
951	0.0005578575543
952	0.000557868288
953	0.0005578642656
954	0.0005578566063
955	0.0005578601768
956	0.0005578524732
957	0.0005578483711
958	0.0005578490046
959	0.000557845031
960	0.0005578439811
961	0.0005578440209
962	0.0005578363484
963	0.0005578433299
964	0.0005578298541
965	0.0005578398923
966	0.0005578516227
967	0.0005578496646
968	0.0005578280733
969	0.0005578237364
970	0.0005578042847
971	0.0005578296415
972	0.0005578122541
973	0.0005578037664
974	0.0005578096449
975	0.000557797693
976	0.0005578047454
977	0.0005578057554
978	0.0005577996067
979	0.0005577943927
980	0.0005577883636
981	0.0005577792203
982	0.0005577871941
983	0.00055778101
984	0.0005577757207
985	0.0005577782856
986	0.0005577525612
987	0.0005577534383
988	0.0005577571771
989	0.0005577619747
990	0.0005577431698
991	0.0005577514182
992	0.0005577369945
993	0.0005577415883
994	0.0005577331759
995	0.0005577238598
996	0.0005577182205
997	0.0005577112833
998	0.0005577213038
999	0.0005576995441
